variety,pricing,location,sales
strawberry,2.6812470183781807,beach,0
strawberry,2.232484524951357,mall,0
chocolate,2.328826059897759,park,0
strawberry,3.2014593143491124,mall,0
strawberry,3.4044901272976444,beach,0
vanilla,4.274615224544853,mall,0
chocolate,2.9993927623237107,park,0
strawberry,3.101600476779133,beach,0
chocolate,3.509466645834326,beach,0
vanilla,2.1243484967992874,beach,1
strawberry,1.8160651729904986,park,0
strawberry,2.950851658549195,beach,0
strawberry,2.4092803729563186,beach,1
vanilla,0.3120478051463649,mall,0
chocolate,3.518188927063532,beach,0
vanilla,3.324727802346391,mall,1
vanilla,4.47409499377104,park,1
vanilla,2.810459284522916,beach,1
strawberry,2.1160326077710336,beach,0
chocolate,1.976036375824161,park,0
vanilla,2.01140880903184,mall,0
strawberry,4.499729871774387,park,0
chocolate,2.966053989753558,mall,0
vanilla,3.332802493886272,beach,1
chocolate,1.4285699110385686,park,0
vanilla,2.613015332839764,beach,1
chocolate,3.675614218004461,mall,0
chocolate,3.410108839772299,park,0
strawberry,3.493532086065556,park,0
strawberry,3.140344807098314,park,0
chocolate,0.6341767740307036,mall,0
vanilla,4.813886507698405,mall,0
strawberry,2.6382659062250315,park,0
vanilla,2.29130560209237,mall,0
vanilla,2.2706903909448553,park,0
vanilla,2.7600808937671792,park,0
vanilla,2.4825394697184175,beach,1
vanilla,2.7469463843058732,park,0
vanilla,3.2518350224078763,beach,1
chocolate,5.0082948852458875,beach,0
vanilla,1.8758410360410547,mall,0
strawberry,3.3299931201611224,mall,0
chocolate,3.3563810075028897,mall,0
chocolate,2.355486817629172,beach,0
vanilla,2.756205017793934,park,0
vanilla,3.1958248544056533,beach,1
chocolate,3.568557089160164,beach,0
vanilla,3.7650984670843144,park,1
vanilla,4.950158522492558,park,1
chocolate,2.308986002484005,mall,0
vanilla,3.339047460299751,mall,0
vanilla,3.5715384747102688,beach,0
strawberry,3.2833293915511783,park,0
chocolate,2.9570188767663517,mall,0
strawberry,3.4073858709256073,park,0
strawberry,3.704850646609137,park,0
strawberry,4.0166036916014844,mall,0
chocolate,1.8634206287878248,park,0
strawberry,1.7480515436233797,mall,0
vanilla,3.339674680409674,mall,1
strawberry,4.8277573341716655,park,0
strawberry,3.6575895288543796,beach,0
chocolate,3.408243962827024,mall,0
vanilla,2.7466004887032884,park,0
chocolate,4.566810543075038,mall,0
chocolate,3.5164187162382956,mall,0
chocolate,3.530759501540465,park,1
strawberry,1.891156430789884,beach,0
chocolate,4.4020876847450605,mall,0
vanilla,2.2170704597501016,beach,1
chocolate,2.5781691452195132,mall,0
vanilla,3.211505696191276,mall,1
strawberry,3.679440665911155,park,0
vanilla,3.631002451865361,park,0
strawberry,1.594103257045097,beach,0
strawberry,3.7844174132332133,park,0
chocolate,3.4824018274976862,mall,0
vanilla,0.9391565606186085,mall,0
chocolate,4.1721828762895194,beach,0
vanilla,2.2275590490057207,park,1
chocolate,3.651319049394491,park,0
chocolate,3.327762937197281,park,1
chocolate,3.377335000499588,park,0
strawberry,2.8693036339368323,beach,0
strawberry,4.830051674014826,mall,0
strawberry,3.087296178159023,beach,1
strawberry,5.103645220388609,beach,0
vanilla,2.394227975674248,beach,1
vanilla,2.922073531130717,beach,1
strawberry,3.6301697217319546,park,0
chocolate,3.9236834016873257,mall,0
chocolate,3.553437726041532,park,0
strawberry,4.869796059211263,park,0
vanilla,3.545824994812244,beach,0
strawberry,1.4188296592125893,beach,0
strawberry,2.250834958973596,mall,0
strawberry,1.2986970073931998,beach,0
strawberry,2.7833223896405515,beach,0
strawberry,5.129813165806555,mall,1
chocolate,3.6632152515817396,park,0
strawberry,2.7116822559260183,beach,0
strawberry,3.509833186624901,park,1
strawberry,3.2766526182535816,mall,0
vanilla,1.2892001747825308,beach,1
chocolate,3.7831900926197695,park,0
chocolate,3.1615492589016974,beach,0
chocolate,4.466215742538251,mall,1
strawberry,3.6557603754516395,park,0
chocolate,2.664969587834091,mall,0
vanilla,3.5231248952280505,mall,0
vanilla,3.366055275879083,beach,1
strawberry,2.4103848689760774,mall,0
strawberry,2.3435508946640766,beach,0
vanilla,4.694129958554264,mall,0
chocolate,2.6306279206950527,park,0
vanilla,4.001765840510275,park,0
vanilla,4.7210524077412135,beach,0
strawberry,4.0882269707854055,mall,0
chocolate,3.616047517089755,mall,0
vanilla,2.2722225015728164,park,0
vanilla,2.8451128752847232,mall,0
chocolate,2.072078402279001,mall,0
chocolate,2.7862810127979327,mall,0
chocolate,3.8210126398208697,beach,1
vanilla,2.7039440566554234,park,1
strawberry,1.938404029525536,mall,1
chocolate,2.1857627428898434,park,0
chocolate,2.689908817917467,mall,0
chocolate,2.30703926724765,park,0
chocolate,1.0087529494100909,beach,0
vanilla,3.4599754652690358,mall,0
chocolate,1.6989882060905794,mall,0
vanilla,4.979539615339857,beach,0
chocolate,3.136058825017141,park,0
strawberry,2.077678258373889,mall,1
vanilla,3.9422611147161315,park,0
vanilla,3.9621118690983823,park,0
chocolate,1.5828624767092856,mall,0
vanilla,3.2537178300999887,mall,0
chocolate,3.6305436820793533,park,1
vanilla,3.7592760630211295,park,0
chocolate,2.6375630125959586,mall,1
vanilla,1.9923803368283681,mall,1
strawberry,1.5495765757214968,park,1
strawberry,4.271089233862943,beach,1
strawberry,3.2827614806283214,beach,0
vanilla,2.3404746556821467,beach,1
chocolate,2.909109463123726,park,1
chocolate,1.1205327365024835,mall,1
chocolate,3.9792062108044255,beach,0
vanilla,0.7767557318642759,park,0
vanilla,4.389986428726314,mall,0
chocolate,1.4333718851425665,beach,0
strawberry,2.548543201940982,beach,0
chocolate,1.3620121054998715,park,0
vanilla,2.770167563601584,mall,0
vanilla,3.209565249809649,beach,1
chocolate,2.235535244848621,beach,1
vanilla,1.6317322459186094,park,0
vanilla,2.88188217279518,beach,1
vanilla,2.5772047153557,mall,0
vanilla,2.5924656992550164,beach,1
strawberry,0.7610465126654637,beach,0
chocolate,2.3205605981560025,park,0
strawberry,2.412137735165258,mall,0
chocolate,3.1085245390871648,mall,0
vanilla,3.8615579718061808,beach,0
vanilla,3.018224344921946,mall,0
strawberry,1.1348784172507005,mall,1
chocolate,3.5825381583189833,mall,0
strawberry,4.082045989904641,park,1
strawberry,2.5779779305930544,park,0
vanilla,1.9057291984305933,mall,1
strawberry,5.211631021377056,park,0
vanilla,5.062234529404405,mall,0
strawberry,2.6148057077173035,mall,0
strawberry,2.7602495928526594,park,0
strawberry,4.243836492526195,beach,0
strawberry,3.5350994307604067,park,0
vanilla,3.5991501298098383,mall,0
chocolate,2.384880400004958,mall,1
vanilla,3.514553729492504,park,0
chocolate,3.5754663782556437,beach,0
vanilla,2.4728893805941503,beach,1
strawberry,2.2998418513763323,mall,0
vanilla,4.621067669661787,mall,0
vanilla,3.4605467609671026,mall,0
chocolate,1.3553429100625232,mall,1
strawberry,3.1556012969590377,park,1
vanilla,3.0698371542969256,park,0
strawberry,2.423696201847014,beach,0
chocolate,2.8898736894780983,park,0
vanilla,5.746627662920182,park,0
strawberry,2.444438005790081,mall,0
vanilla,2.15260597548614,mall,0
vanilla,2.680494452159561,mall,1
vanilla,1.933277602484331,beach,1
strawberry,1.6890398156469835,park,0
strawberry,2.969013098651495,mall,0
vanilla,4.322918975132893,mall,0
strawberry,3.306094541806818,mall,0
strawberry,4.009933602314552,beach,0
vanilla,1.1765133618337862,mall,0
vanilla,2.3955000719896615,beach,1
chocolate,2.3952922477346283,park,0
vanilla,3.5634483346545553,mall,0
strawberry,4.195150369482434,park,0
strawberry,2.6085995234941257,mall,0
strawberry,3.7899810327941212,park,0
vanilla,5.144116075894763,mall,0
vanilla,1.6921720368978583,park,0
vanilla,4.860585207870271,mall,0
strawberry,2.024672733439524,mall,0
chocolate,1.611640419878686,beach,0
vanilla,3.3412748483033967,park,0
vanilla,3.920328879967229,beach,0
strawberry,3.697683548319695,park,0
chocolate,3.6237180800678592,beach,0
vanilla,3.5776056216005756,mall,1
vanilla,2.577847304925878,mall,0
chocolate,2.5344846044196148,park,1
strawberry,2.4340772194767966,beach,1
strawberry,2.1756174139039484,beach,0
chocolate,3.0948417232421117,beach,0
vanilla,4.830575992459779,park,0
chocolate,2.5859603774050983,park,0
vanilla,3.855520482806623,mall,0
chocolate,3.350882707439002,park,0
strawberry,3.0961759131889495,park,0
chocolate,2.1476049588547337,beach,0
vanilla,5.468445739639012,park,0
vanilla,3.840647202820932,mall,0
chocolate,2.598516937523733,park,0
vanilla,3.144466033605611,mall,0
strawberry,3.1680554078334953,beach,1
vanilla,3.2499883826337217,mall,1
chocolate,4.403202161520463,beach,0
chocolate,3.815840126580015,mall,0
strawberry,4.098036348632184,mall,1
vanilla,2.808047571091557,mall,0
vanilla,1.3024786206719625,beach,1
chocolate,2.8262135675432325,beach,0
chocolate,3.4486283423896507,park,0
chocolate,2.991786388401334,beach,0
chocolate,1.988626370233329,mall,0
chocolate,2.6105053915969645,park,0
strawberry,3.6913388458260825,mall,0
strawberry,3.7513898015465568,beach,0
vanilla,3.5402075387096117,beach,1
strawberry,3.7924645538691326,park,0
strawberry,4.810653743656004,mall,0
vanilla,3.874301047301206,beach,0
chocolate,5.073149875788483,park,1
strawberry,3.1167985369247915,park,0
vanilla,4.424177644700738,beach,0
strawberry,2.2425977890365507,mall,0
vanilla,2.8889988561251547,beach,1
strawberry,3.485739085560784,beach,0
strawberry,4.025654716966756,mall,1
strawberry,2.1929285037522623,mall,1
strawberry,3.5333239196477315,mall,0
vanilla,3.0502020522830424,mall,0
chocolate,4.688130384277862,beach,0
chocolate,2.614121871147559,beach,1
vanilla,2.463612504755572,beach,1
vanilla,5.396024881124079,mall,0
chocolate,2.6032602637363187,park,0
vanilla,1.7048628831125754,beach,1
strawberry,2.8307302313547784,park,0
strawberry,1.7836909039518078,park,0
vanilla,3.4324772647066246,mall,0
chocolate,3.539945980577034,mall,0
strawberry,0.6436505112761406,park,0
vanilla,3.7157033123017014,beach,0
vanilla,3.039141841553347,park,0
chocolate,2.524538470296251,mall,0
chocolate,1.6170649205955618,beach,0
vanilla,3.038395915670153,park,0
chocolate,3.544064623393465,beach,0
strawberry,2.3175904055687737,mall,1
vanilla,4.236924747845681,mall,0
strawberry,2.6772497861918505,park,1
chocolate,2.7801489515911246,beach,0
chocolate,4.219744579599368,beach,0
vanilla,2.7126775911637133,park,0
strawberry,3.508420421461233,beach,0
chocolate,3.2378237434899053,park,0
chocolate,0.5026946369554746,mall,0
chocolate,3.692443315606415,beach,0
chocolate,3.503511581677556,park,0
strawberry,4.557403214239716,beach,0
vanilla,1.6903672077338485,mall,0
chocolate,3.876634676536041,park,0
vanilla,2.6683925238173734,beach,1
strawberry,3.0228778260162477,mall,0
vanilla,4.646253654316759,beach,0
vanilla,2.60235544307926,park,0
vanilla,2.802120472762737,mall,0
strawberry,4.160616849961655,park,0
chocolate,2.486160666833415,park,0
vanilla,1.9483249859484324,mall,0
vanilla,2.457793269239044,beach,1
vanilla,2.726341100435159,beach,1
strawberry,3.6623283875364403,mall,0
chocolate,4.515246967138194,mall,0
vanilla,5.8332566800801535,beach,0
vanilla,4.456764186859379,beach,0
strawberry,2.676247577760249,park,0
chocolate,3.0267804025112155,park,1
strawberry,1.7749947119804084,beach,0
strawberry,4.258960073056284,park,0
vanilla,4.3019155113485965,mall,0
strawberry,2.065505615931886,park,0
strawberry,2.450742393989791,beach,0
strawberry,1.9801048755681485,beach,1
vanilla,4.537541493851587,mall,0
vanilla,2.324112957914206,park,1
chocolate,3.0073296761167367,mall,0
vanilla,2.9371388660480933,beach,1
chocolate,2.3984316781590254,park,0
vanilla,3.477363674036289,beach,1
chocolate,1.221969529839921,mall,1
vanilla,3.53029177271615,park,0
strawberry,2.0959075664869333,beach,0
strawberry,2.9816591234768994,beach,0
strawberry,2.5248381866387843,park,0
vanilla,1.2020542357115336,mall,0
strawberry,3.2366270348683277,park,0
strawberry,3.2406065959116805,beach,1
chocolate,3.706392167838594,beach,0
chocolate,1.8122030442622519,park,1
chocolate,4.390732886387315,mall,0
vanilla,2.7900888406545423,beach,1
chocolate,4.505501048032546,mall,0
vanilla,3.016131274160706,mall,1
vanilla,2.400813222528362,park,0
strawberry,1.584840615370207,beach,0
strawberry,2.2647900574434057,beach,0
chocolate,3.51801364624235,beach,0
vanilla,3.0193757521791484,beach,1
strawberry,3.472469314613642,park,1
strawberry,2.770731721134408,mall,0
chocolate,1.1063258258948623,park,0
strawberry,3.625972869989635,park,0
chocolate,3.6338946510529255,beach,1
vanilla,3.233974160644035,mall,0
chocolate,1.075099027607219,beach,0
strawberry,3.387544215666243,mall,0
strawberry,5.1107851158876745,beach,0
strawberry,3.733649249959371,park,0
chocolate,3.802131188528556,beach,1
strawberry,2.9613705757171465,beach,0
strawberry,4.873788793794502,park,0
strawberry,1.7358434183222224,mall,0
chocolate,2.9696898365450926,mall,0
strawberry,1.9017793220934351,mall,0
strawberry,1.943110501599193,park,0
strawberry,2.4902380501513894,beach,1
strawberry,3.0026576593365353,park,0
vanilla,4.998608251259567,beach,0
chocolate,1.5790123192855914,mall,0
vanilla,0.33255681139290116,beach,1
chocolate,2.9836292304737384,park,1
vanilla,3.6049653958038483,beach,0
vanilla,1.6566720122600112,mall,0
strawberry,2.6060024669931936,park,0
strawberry,3.510060724282228,mall,0
strawberry,4.574794216486255,mall,1
strawberry,3.2411681749266505,mall,1
vanilla,3.290170118303322,mall,0
chocolate,2.526673988438141,beach,0
strawberry,3.451022121464713,mall,0
vanilla,2.516326516069503,park,0
vanilla,4.203177333308086,mall,0
strawberry,2.544318445708707,mall,0
chocolate,4.025824223443365,park,0
strawberry,2.9624342105399664,park,0
chocolate,2.444923139215189,park,0
strawberry,2.839112370900329,beach,0
vanilla,3.1154207292060994,beach,1
chocolate,3.5404198406142298,park,1
vanilla,2.870447301384922,park,1
strawberry,2.9705870700133072,mall,0
chocolate,3.6355981641267254,mall,0
vanilla,2.9475369870173806,mall,1
strawberry,1.9090434173140973,beach,0
vanilla,1.662588681622463,beach,1
chocolate,3.436014848992954,park,0
strawberry,2.99272092321331,mall,0
vanilla,3.9603537814834198,mall,0
strawberry,2.88071923019293,beach,0
chocolate,3.874896550961637,park,0
chocolate,4.207516192359263,park,0
strawberry,4.939480361815794,park,0
vanilla,3.427595781015218,mall,0
strawberry,2.4543962216796205,park,0
chocolate,1.715586412380002,park,0
chocolate,1.78709682223373,beach,0
chocolate,2.1386035784826696,mall,1
vanilla,3.6262556043994705,park,0
vanilla,2.099424071574316,mall,0
chocolate,2.297259243017483,beach,0
strawberry,2.651548456755379,mall,1
chocolate,1.5993052550413631,mall,1
vanilla,4.680336981792084,beach,1
strawberry,4.625176419222498,park,0
chocolate,2.9867396155692987,beach,0
strawberry,2.633298713316553,beach,0
strawberry,1.9806049393107903,mall,0
strawberry,3.973923508401793,park,1
chocolate,1.778456537995934,beach,0
strawberry,2.7701566731699216,beach,0
chocolate,4.418998295080817,park,0
chocolate,2.6827752414583017,mall,1
chocolate,2.7061595849972964,mall,0
vanilla,3.9317850027291064,mall,0
strawberry,2.4141517992489874,beach,0
chocolate,2.8349995622502835,mall,0
chocolate,4.2995771033400825,mall,0
vanilla,4.107102005190136,mall,1
vanilla,3.4606195524452414,park,0
strawberry,3.1466314102775774,park,0
chocolate,2.9567207956600705,mall,0
chocolate,4.237923632340079,park,0
strawberry,4.253686324107258,beach,0
vanilla,2.153139039166086,mall,0
vanilla,3.588145308945869,mall,0
chocolate,3.9272963431435555,beach,0
strawberry,2.512931898652748,beach,0
chocolate,4.401877413111851,beach,1
strawberry,3.982865331338658,beach,0
strawberry,2.9092034059669314,beach,0
vanilla,2.53052925831392,beach,1
strawberry,4.0421252108779635,mall,1
vanilla,2.7712041158293554,beach,1
chocolate,3.6907311454005467,mall,0
vanilla,3.6172702384333904,mall,1
vanilla,3.1034861659484427,beach,1
chocolate,1.47530744905575,park,0
strawberry,2.3343116337914864,mall,0
chocolate,4.217662907716339,mall,0
strawberry,2.3314227788897526,beach,0
chocolate,3.4861657970788498,mall,0
vanilla,2.358080968093997,beach,1
vanilla,3.4103670958516727,mall,0
vanilla,1.9358277491987455,beach,1
chocolate,0.8737729360266417,mall,0
chocolate,2.7331244437154854,park,1
strawberry,3.6734403221209417,mall,0
vanilla,3.33955363540171,mall,0
strawberry,3.5884098402717153,park,0
strawberry,2.187267583459335,mall,0
strawberry,3.760732167975332,beach,0
chocolate,2.428290352486557,beach,0
vanilla,3.819245417240888,mall,0
chocolate,3.5671456899944713,beach,0
vanilla,1.9905314304634159,mall,1
vanilla,1.8894742668095537,mall,0
chocolate,2.975687454383864,beach,0
vanilla,2.8437230721211466,park,0
vanilla,1.9153993289442273,park,0
chocolate,1.2031277245369496,park,1
strawberry,3.8862651788875215,beach,0
chocolate,4.6988249743416555,beach,0
vanilla,4.066764760867978,beach,0
vanilla,4.155528762041582,beach,0
chocolate,1.5850356720654573,mall,0
vanilla,2.905301259040297,beach,1
vanilla,3.9433024075355108,park,0
strawberry,3.187872315179129,park,0
vanilla,3.637122671103546,beach,0
chocolate,2.082392875469745,beach,0
chocolate,2.4197415024420903,park,0
chocolate,3.2105257823339732,mall,0
chocolate,2.6884707508698558,mall,0
strawberry,2.9514262331554084,park,0
chocolate,6.441616506136613,park,0
chocolate,2.7361253871343005,park,1
chocolate,1.539794874618968,park,0
strawberry,2.2320383520907003,park,0
vanilla,1.0173893982015756,park,1
strawberry,3.6621012095523806,beach,0
chocolate,3.8375656891871657,park,0
chocolate,2.092397584705329,mall,0
chocolate,4.631915253092607,mall,0
vanilla,1.2093491783505688,park,0
vanilla,2.9994896672909497,mall,0
vanilla,2.5549018503520924,park,0
vanilla,2.7006302142352863,mall,0
vanilla,1.192122522914905,park,0
chocolate,3.268728612731156,beach,0
vanilla,3.7369751209863793,park,0
vanilla,4.247724739406184,mall,0
vanilla,3.259717000721688,mall,0
vanilla,1.937991539747369,park,0
strawberry,3.9683421077913117,beach,0
chocolate,2.106730515726166,park,0
vanilla,2.108015783824437,park,1
strawberry,2.902356553474679,beach,0
vanilla,3.1704984395357743,mall,0
strawberry,2.7608751293570295,park,0
strawberry,3.3092936881233284,mall,0
chocolate,2.8884723849747314,beach,0
strawberry,2.1746044584812774,park,0
strawberry,2.6121323914970773,beach,0
vanilla,5.12360066492341,park,1
chocolate,2.694656720417926,park,0
chocolate,2.407172715570372,park,0
chocolate,2.289532506545726,park,0
strawberry,3.1415441656297483,park,0
strawberry,1.3240157485570019,mall,0
chocolate,1.9675730884952236,beach,0
vanilla,4.019813825955847,park,0
strawberry,4.2357861950166305,beach,0
strawberry,3.538946070787684,beach,0
strawberry,0.1575866834720947,beach,0
vanilla,4.7717307192528535,park,0
strawberry,4.348467115458502,park,0
strawberry,4.389941801846877,mall,0
strawberry,3.9530987192507387,mall,0
chocolate,2.765958119964927,park,0
vanilla,2.836001967653712,beach,1
chocolate,2.90241539266761,mall,1
strawberry,2.809003706643162,beach,0
chocolate,3.084944309194275,park,0
strawberry,4.433977710209883,mall,0
chocolate,2.668982129736205,park,0
strawberry,3.196844194826998,mall,0
chocolate,1.7332866123687587,beach,0
vanilla,3.4157139959274505,beach,1
vanilla,3.410409550353633,beach,1
chocolate,3.1456835087788537,mall,0
strawberry,4.285638238807974,park,0
vanilla,2.3316647389428793,beach,1
vanilla,3.5218811276822435,mall,0
strawberry,3.096635929431533,beach,0
strawberry,2.317004037973555,beach,0
chocolate,2.8562868150988794,park,0
chocolate,1.2989806905054924,park,0
vanilla,2.2343064029204633,beach,1
vanilla,1.9363506045230305,mall,1
vanilla,2.9658993189393614,beach,1
chocolate,4.259279381816752,park,0
strawberry,2.10041047005186,park,1
vanilla,1.8785686948336089,mall,1
chocolate,3.5775226183381057,park,1
strawberry,2.7549000673943884,beach,0
vanilla,2.636231346659114,park,1
vanilla,3.651819704768908,park,0
strawberry,2.780839383527117,mall,0
vanilla,-0.14443512706031703,mall,0
strawberry,3.6587172567321278,park,0
chocolate,3.163257558951514,park,0
strawberry,3.361837776069224,mall,1
strawberry,3.6855278664869533,park,1
chocolate,2.2174692637650844,beach,0
strawberry,2.867488385381327,park,0
vanilla,1.540120041275734,beach,1
vanilla,4.199093462544514,park,0
vanilla,3.467382257075192,mall,1
strawberry,2.0270477184845825,beach,0
strawberry,1.4031502787902925,park,0
chocolate,1.755483972517196,park,0
vanilla,3.2945698540041626,mall,0
chocolate,1.1069918595063122,mall,1
chocolate,4.4926809011883,mall,1
vanilla,2.205621612903316,mall,0
chocolate,4.426790871172545,beach,1
strawberry,4.370887921240973,park,0
strawberry,3.0044043552449393,mall,0
chocolate,3.760818442005521,mall,0
vanilla,3.6640877919675994,park,0
vanilla,3.5822328573500224,park,0
chocolate,3.1724056877773945,mall,0
strawberry,4.587845121957058,mall,0
vanilla,4.111294761116803,mall,0
chocolate,3.2985602491764103,beach,0
strawberry,3.7958501277516903,beach,0
chocolate,1.5194563679194717,mall,0
vanilla,3.2473206953205804,mall,0
vanilla,2.5513659293037176,beach,1
chocolate,3.018905044362366,park,0
chocolate,3.3318559861635633,park,0
chocolate,2.4601739667971554,beach,0
vanilla,2.6395809910998436,mall,0
strawberry,2.739096619634109,beach,0
chocolate,2.7490209403377808,park,0
chocolate,1.8061071789851275,park,0
vanilla,3.4269001866803888,beach,1
strawberry,2.3510781959988445,park,0
strawberry,2.5966712865815174,beach,1
strawberry,3.2266643797971315,beach,0
chocolate,3.907127269052692,beach,0
strawberry,2.6334212822507186,beach,1
vanilla,0.9830714175483619,beach,1
strawberry,2.6894010181770405,park,0
strawberry,0.9450958618034795,park,0
strawberry,3.7535468547529556,beach,1
vanilla,4.046412748734408,beach,0
strawberry,2.5602434056145236,park,0
strawberry,2.6037858306247443,park,1
vanilla,5.107074184020259,mall,1
strawberry,3.049315124097795,mall,0
vanilla,2.0012066893742797,beach,1
vanilla,3.841747314268331,beach,0
vanilla,2.0841511764751286,park,0
chocolate,2.7209176120920984,beach,1
vanilla,3.532278200391116,beach,0
vanilla,3.871374157069791,mall,0
strawberry,4.183225808523917,beach,0
vanilla,5.012819652145184,park,1
vanilla,3.2690446568120946,beach,1
chocolate,3.8205314013395575,mall,0
vanilla,3.689558718996285,mall,0
strawberry,3.961784600667583,park,0
vanilla,2.016599637096885,beach,1
strawberry,2.1054998837775676,beach,0
vanilla,0.9705396815505645,beach,1
chocolate,1.480561617436725,beach,0
vanilla,4.395430100173931,park,0
chocolate,4.113101400443792,park,1
chocolate,4.027586361276402,mall,0
vanilla,2.6658996342867707,beach,1
vanilla,2.508426175817457,mall,0
chocolate,3.8525831339898433,beach,0
chocolate,3.460319954331326,park,0
vanilla,2.2442054448557203,mall,0
strawberry,3.5947252356830974,beach,0
chocolate,2.8237409099907764,mall,0
strawberry,2.3169702642965944,beach,1
vanilla,3.5400073253304347,park,0
strawberry,1.630577058786725,beach,1
chocolate,3.8347540267885036,mall,0
chocolate,3.425176042330643,mall,0
vanilla,3.135422178681058,mall,0
strawberry,3.6906560005298634,beach,0
chocolate,1.595749479558132,mall,1
vanilla,3.0507698055974735,beach,1
vanilla,2.703372147074498,mall,1
chocolate,2.786102540673201,park,0
vanilla,3.9603753370709347,mall,0
vanilla,3.699394337193473,beach,0
strawberry,1.7663918601813902,beach,0
chocolate,3.6343848560823204,park,0
chocolate,3.058149961759142,beach,0
strawberry,4.961521201489898,beach,0
strawberry,2.5243783784834943,mall,1
chocolate,3.2766205069230567,beach,1
strawberry,2.6071730339737598,beach,0
chocolate,3.3787860696140033,park,0
chocolate,3.8958197842399716,beach,0
vanilla,3.2203122187223943,mall,1
vanilla,4.130802295325878,mall,0
chocolate,4.417585340626532,beach,0
strawberry,2.3584710679343543,beach,0
chocolate,2.9259271327320717,beach,0
strawberry,2.576089820089086,park,0
chocolate,2.069450665363586,beach,1
vanilla,3.2830501136285632,beach,1
strawberry,2.030583983050674,mall,0
chocolate,4.206370458062445,mall,0
chocolate,3.1408671809333164,beach,1
chocolate,4.344607755302592,mall,0
vanilla,2.03389791401026,mall,1
strawberry,2.494884967640009,park,1
strawberry,3.6996895611487473,park,0
chocolate,3.722818813158673,beach,0
vanilla,4.267883696386294,park,0
vanilla,2.3594492549259845,park,0
chocolate,2.2678435373150068,mall,1
strawberry,2.9400862031832986,beach,0
vanilla,4.860222472671391,mall,1
vanilla,3.0144618814508646,mall,1
chocolate,4.6051817723365005,mall,0
strawberry,2.907179169866717,park,1
vanilla,1.6697313346453502,mall,0
chocolate,3.709829901075972,beach,0
vanilla,3.847790149922054,beach,0
vanilla,2.969734407574987,mall,0
strawberry,3.196960103146568,park,1
chocolate,5.160386036562771,park,0
vanilla,2.7621229363773,park,0
strawberry,4.568720283363863,park,1
vanilla,1.6954450213793104,mall,0
strawberry,3.38423545982458,mall,0
chocolate,2.7803679730784583,beach,0
strawberry,4.030406610042733,park,0
chocolate,2.0286469839164445,park,1
strawberry,0.42002510562239737,park,1
strawberry,4.378502762062382,beach,0
strawberry,3.0209135438879366,mall,0
chocolate,3.3447292357384493,mall,0
vanilla,2.4559231240807695,mall,0
strawberry,1.3388930509765358,beach,1
vanilla,2.8260844366515285,mall,0
strawberry,2.3265062964269427,park,0
strawberry,2.7971470429603587,mall,1
vanilla,2.263388488975937,beach,1
chocolate,2.743831574385439,beach,0
vanilla,3.9080873290343945,mall,0
vanilla,2.944258968715245,park,0
vanilla,2.3726543288854556,mall,0
strawberry,3.223801850384932,park,0
chocolate,3.177913162442213,park,0
chocolate,3.133828471817222,mall,0
vanilla,1.8341539693213276,mall,0
strawberry,3.4512512361356498,beach,1
vanilla,1.568014928758355,park,0
chocolate,2.475485381365783,beach,0
strawberry,3.5288742833563838,mall,0
strawberry,3.829382018422079,mall,0
vanilla,2.527353693957001,park,0
vanilla,2.2783858539279804,beach,1
strawberry,1.6904500119211723,park,0
chocolate,2.9264578027284003,beach,0
strawberry,3.343942455614199,mall,0
strawberry,3.206272818430693,beach,0
strawberry,3.6682809018598332,mall,0
chocolate,3.3789856559608378,beach,0
vanilla,3.0410587561413642,park,0
vanilla,4.432383773254915,beach,0
strawberry,2.8251200421618607,park,0
strawberry,2.7265684607065763,beach,0
chocolate,3.581806910036887,park,0
chocolate,4.58923303564081,mall,0
strawberry,4.10987988882418,beach,0
vanilla,4.068976239526336,park,0
strawberry,4.239319024571758,mall,0
strawberry,3.0164600992166317,beach,1
chocolate,3.612242613643653,beach,0
chocolate,3.0840268353786944,mall,0
strawberry,3.3243358354204258,beach,0
vanilla,2.885386839689306,beach,1
chocolate,3.8174591090917867,beach,1
chocolate,2.6818284262752337,beach,1
chocolate,0.8442791272719314,park,0
chocolate,3.0067907356193695,mall,0
strawberry,3.8662862309701724,beach,0
chocolate,3.1974990506276093,park,0
chocolate,3.31475482889482,beach,0
strawberry,1.96050193655889,mall,0
chocolate,3.1975505745847372,park,0
vanilla,3.7240087468385044,mall,0
chocolate,2.919041289154542,mall,0
strawberry,3.21664995530412,mall,0
strawberry,2.2263292132191568,mall,1
vanilla,1.9220426839911005,beach,1
chocolate,2.9587269013715187,park,0
strawberry,3.005297753441689,park,0
chocolate,2.535486959708626,beach,0
chocolate,1.5520232686899893,mall,0
strawberry,3.536127966252042,park,0
chocolate,4.609407853502324,mall,1
strawberry,2.7789602584799473,mall,0
chocolate,4.673972026492887,beach,1
vanilla,2.356580941853975,beach,1
strawberry,3.1453541086465244,mall,0
strawberry,3.689445405000205,beach,0
chocolate,4.644602612426526,mall,0
strawberry,2.6388262726354315,beach,0
chocolate,2.2955994220029847,park,1
strawberry,3.549919475325175,beach,1
strawberry,4.049705834724971,beach,0
chocolate,3.0459856949054775,park,1
strawberry,2.363174522613965,beach,0
vanilla,3.2169235115426598,beach,1
strawberry,2.8838198583156798,beach,0
strawberry,1.4606417404856813,mall,1
